timestamp,open,high,low,close,volume
2025-01-01T00:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T01:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T02:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T03:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T04:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T05:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T06:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T07:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T08:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T09:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T10:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T11:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T12:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T13:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T14:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T15:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T16:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T17:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T18:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T19:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T20:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T21:00:00+00:00,0.61867,0.61867,0.61867,0.61867,0
2025-01-01T22:00:00+00:00,0.61804,0.61871,0.61796,0.61858,0
2025-01-01T23:00:00+00:00,0.61856,0.61939,0.61821,0.61930,0
2025-01-02T00:00:00+00:00,0.61930,0.62026,0.61878,0.62000,0
2025-01-02T01:00:00+00:00,0.62001,0.62149,0.61977,0.62110,0
2025-01-02T02:00:00+00:00,0.62111,0.62221,0.62094,0.62221,0
2025-01-02T03:00:00+00:00,0.62223,0.62223,0.62132,0.62150,0
2025-01-02T04:00:00+00:00,0.62150,0.62190,0.62138,0.62166,0
2025-01-02T05:00:00+00:00,0.62167,0.62178,0.62116,0.62160,0
2025-01-02T06:00:00+00:00,0.62156,0.62163,0.62101,0.62133,0
2025-01-02T07:00:00+00:00,0.62136,0.62164,0.62033,0.62042,0
2025-01-02T08:00:00+00:00,0.62043,0.62131,0.62005,0.62125,0
2025-01-02T09:00:00+00:00,0.62127,0.62195,0.62099,0.62173,0
2025-01-02T10:00:00+00:00,0.62173,0.62198,0.62077,0.62087,0
2025-01-02T11:00:00+00:00,0.62086,0.62170,0.62076,0.62151,0
2025-01-02T12:00:00+00:00,0.62150,0.62166,0.62062,0.62084,0
2025-01-02T13:00:00+00:00,0.62085,0.62161,0.62033,0.62148,0
2025-01-02T14:00:00+00:00,0.62150,0.62205,0.62104,0.62120,0
2025-01-02T15:00:00+00:00,0.62118,0.62163,0.62047,0.62088,0
2025-01-02T16:00:00+00:00,0.62091,0.62104,0.61961,0.62060,0
2025-01-02T17:00:00+00:00,0.62059,0.62126,0.61977,0.62014,0
2025-01-02T18:00:00+00:00,0.62014,0.62026,0.61917,0.61960,0
2025-01-02T19:00:00+00:00,0.61962,0.62002,0.61921,0.61932,0
2025-01-02T20:00:00+00:00,0.61930,0.62056,0.61926,0.62023,0
2025-01-02T21:00:00+00:00,0.62022,0.62040,0.62011,0.62015,0
2025-01-02T22:00:00+00:00,0.62015,0.62078,0.61919,0.62014,0
2025-01-02T23:00:00+00:00,0.62022,0.62031,0.61996,0.62006,0
2025-01-03T00:00:00+00:00,0.62007,0.62167,0.62004,0.62162,0
2025-01-03T01:00:00+00:00,0.62162,0.62166,0.62063,0.62114,0
2025-01-03T02:00:00+00:00,0.62112,0.62170,0.62100,0.62124,0
2025-01-03T03:00:00+00:00,0.62124,0.62146,0.62092,0.62116,0
2025-01-03T04:00:00+00:00,0.62116,0.62153,0.62081,0.62149,0
2025-01-03T05:00:00+00:00,0.62150,0.62206,0.62141,0.62158,0
2025-01-03T06:00:00+00:00,0.62157,0.62207,0.62148,0.62175,0
2025-01-03T07:00:00+00:00,0.62176,0.62196,0.62017,0.62112,0
2025-01-03T08:00:00+00:00,0.62112,0.62156,0.62039,0.62074,0
2025-01-03T09:00:00+00:00,0.62074,0.62206,0.62073,0.62129,0
2025-01-03T10:00:00+00:00,0.62127,0.62162,0.62115,0.62150,0
2025-01-03T11:00:00+00:00,0.62152,0.62248,0.62146,0.62214,0
2025-01-03T12:00:00+00:00,0.62212,0.62221,0.62161,0.62198,0
2025-01-03T13:00:00+00:00,0.62198,0.62229,0.62152,0.62163,0
2025-01-03T14:00:00+00:00,0.62164,0.62199,0.62123,0.62174,0
2025-01-03T15:00:00+00:00,0.62165,0.62165,0.61975,0.62046,0
2025-01-03T16:00:00+00:00,0.62045,0.62096,0.62018,0.62075,0
2025-01-03T17:00:00+00:00,0.62075,0.62180,0.62074,0.62105,0
2025-01-03T18:00:00+00:00,0.62104,0.62173,0.62080,0.62130,0
2025-01-03T19:00:00+00:00,0.62129,0.62203,0.62114,0.62159,0
