"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","COMMISSION","CONVERSION RATE","PL","AMOUNT","BALANCE"
"1312","2026-06-15 17:28:03 EDT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.15921","100000.00","Buy","23.7796","","","","0.00000","0.0000","","0.00000","","97368.83"
"1313","2026-06-15 17:29:02 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","2000.00","Sell","","","","","","","","","",""
"1314","2026-06-15 17:29:02 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.15884","2000.00","Sell","0.3777","","","","0.00000","0.0000","1.4129","-1.10210","","97367.73"
"1315","2026-06-15 17:29:02 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","98000.00","Sell","","","","","","","","","",""
"1316","2026-06-15 17:29:02 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.15884","98000.00","Sell","18.5074","","","","0.00000","0.0000","1.4129","-51.23140","","97316.50"
"1317","2026-06-15 17:30:00 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1318","2026-06-15 17:30:00 EDT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.15899","100000.00","Buy","21.6833","","","","0.00000","0.0000","","0.00000","","97316.50"
"1319","2026-06-15 17:30:31 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","2000.00","Sell","","","","","","","","","",""
"1320","2026-06-15 17:30:31 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.15877","2000.00","Sell","0.3917","","","","0.00000","0.0000","1.4129","-1.24330","","97315.26"
"1321","2026-06-15 17:30:31 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","98000.00","Sell","","","","","","","","","",""
"1322","2026-06-15 17:30:31 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.15877","98000.00","Sell","19.1929","","","","0.00000","0.0000","1.4129","-30.46190","","97284.80"
"1323","2026-06-15 17:30:31 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","2000.00","Sell","","","","","","","","","",""
"1324","2026-06-15 17:30:31 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.15877","2000.00","Sell","0.3917","","","","0.00000","0.0000","1.4129","-0.62170","","97284.17"
"1325","2026-06-15 17:30:31 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","1000.00","Buy","","","","","","","","","",""
"1326","2026-06-15 17:30:31 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.15905","1000.00","Buy","0.1958","","","","0.00000","0.0000","1.4129","-0.35320","","97283.82"
"1327","2026-06-15 17:30:32 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","1000.00","Buy","","","","","","","","","",""
"1328","2026-06-15 17:30:32 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.15905","1000.00","Buy","0.1958","","","","0.00000","0.0000","1.4129","-0.29670","","97283.52"
"1329","2026-06-15 17:34:10 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1330","2026-06-15 17:34:10 EDT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.15895","100000.00","Buy","14.6887","","","","0.00000","0.0000","","0.00000","","97283.52"
"1331","2026-06-15 17:35:38 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1332","2026-06-15 17:35:38 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.15874","100000.00","Sell","16.0874","","","","0.00000","0.0000","1.4129","-29.67070","","97253.85"
"1333","2026-06-15 17:36:01 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1334","2026-06-15 17:36:01 EDT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.15910","100000.00","Buy","11.8910","","","","0.00000","0.0000","","0.00000","","97253.85"
"1335","2026-06-15 17:37:16 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1336","2026-06-15 17:37:16 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.15893","100000.00","Sell","11.1909","","","","0.00000","0.0000","1.4128","-24.01840","","97229.83"
"1337","2026-06-15 17:39:02 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1338","2026-06-15 17:39:02 EDT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.15973","100000.00","Buy","46.8618","","","","0.00000","0.0000","","0.00000","","97229.83"
"1339","2026-06-15 17:39:02 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1340","2026-06-15 17:39:02 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.15906","100000.00","Sell","42.6649","","","","0.00000","0.0000","1.4128","-94.66020","","97135.17"
"1341","2026-06-15 17:40:00 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1342","2026-06-15 17:40:00 EDT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.15985","100000.00","Buy","58.7521","","","","0.00000","0.0000","","0.00000","","97135.17"
"1343","2026-06-15 17:40:00 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1344","2026-06-15 17:40:00 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.15901","100000.00","Sell","58.7521","","","","0.00000","0.0000","1.4128","-118.67930","","97016.50"
"1345","2026-06-15 17:42:05 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1346","2026-06-15 17:42:05 EDT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.15984","100000.00","Buy","51.0584","","","","0.00000","0.0000","","0.00000","","97016.50"
"1347","2026-06-15 17:43:00 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1348","2026-06-15 17:43:00 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.15912","100000.00","Sell","49.6581","","","","0.00000","0.0000","1.4128","-101.72220","","96914.77"
"1349","2026-06-15 17:44:04 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1350","2026-06-15 17:44:04 EDT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.15980","100000.00","Buy","44.0622","","","","0.00000","0.0000","","0.00000","","96914.77"
"1351","2026-06-15 17:45:05 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1352","2026-06-15 17:45:05 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.15920","100000.00","Sell","41.9646","","","","0.00000","0.0000","1.4128","-84.76850","","96830.00"
"1353","2026-06-15 17:46:00 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1354","2026-06-15 17:46:00 EDT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.15980","100000.00","Buy","40.5664","","","","0.00000","0.0000","","0.00000","","96830.00"
"1355","2026-06-15 17:47:01 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1356","2026-06-15 17:47:01 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.15922","100000.00","Sell","40.5669","","","","0.00000","0.0000","1.4128","-81.94520","","96748.06"
"1357","2026-06-15 18:00:00 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1358","2026-06-15 18:00:00 EDT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.15916","100000.00","Buy","15.3864","","","","0.00000","0.0000","","0.00000","","96748.06"
"1359","2026-06-15 18:00:00 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1360","2026-06-15 18:00:00 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.15895","100000.00","Sell","15.3861","","","","0.00000","0.0000","1.4127","-29.66730","","96718.39"
"1361","2026-06-15 18:11:02 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1362","2026-06-15 18:11:02 EDT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.15888","100000.00","Buy","13.9930","","","","0.00000","0.0000","","0.00000","","96718.39"
"1363","2026-06-15 18:11:02 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1364","2026-06-15 18:11:02 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.15868","100000.00","Sell","13.9930","","","","0.00000","0.0000","1.4133","-28.26590","","96690.13"
"1365","2026-06-15 18:12:04 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","100000.00","Buy","","","","","","","","","",""
"1366","2026-06-15 18:12:04 EDT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.15884","100000.00","Buy","13.2939","","","","0.00000","0.0000","","0.00000","","96690.13"
"1367","2026-06-15 18:12:04 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","100000.00","Sell","","","","","","","","","",""
"1368","2026-06-15 18:12:04 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.15865","100000.00","Sell","13.2939","","","","0.00000","0.0000","1.4134","-26.85370","","96663.27"
"1369","2026-06-16 05:00:00 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","1000.00","Buy","","1.15811","1.16676","","","","","","",""
"1370","2026-06-16 05:00:00 EDT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.16067","1000.00","Buy","0.1260","","","","0.00000","0.0000","","0.00000","","96663.27"
"1371","2026-06-16 05:00:00 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.16676","","","","","","","","","","","",""
"1372","2026-06-16 05:00:00 EDT","STOP_LOSS_ORDER","ON_FILL","","1.15811","","","","","","","","","","","",""
"1373","2026-06-16 09:00:00 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","1000.00","Buy","","1.33983","1.34601","","","","","","",""
"1374","2026-06-16 09:00:00 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.34169","1000.00","Buy","0.1191","","","","0.00000","0.0000","","0.00000","","96663.27"
"1375","2026-06-16 09:00:00 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.34601","","","","","","","","","","","",""
"1376","2026-06-16 09:00:00 EDT","STOP_LOSS_ORDER","ON_FILL","","1.33983","","","","","","","","","","","",""
"1377","2026-06-16 10:00:00 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","1000.00","Sell","","1.34377","1.33603","","","","","","",""
"1378","2026-06-16 10:00:00 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.34096","1000.00","Sell","0.1330","","","","0.00000","0.0000","","0.00000","","96663.27"
"1379","2026-06-16 10:00:00 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.33603","","","","","","","","","","","",""
"1380","2026-06-16 10:00:00 EDT","STOP_LOSS_ORDER","ON_FILL","","1.34377","","","","","","","","","","","",""
"1381","2026-06-16 11:55:15 EDT","ORDER_FILL","STOP_LOSS_ORDER","GBP/USD","1.34377","1000.00","Buy","0.1259","","","","0.00000","0.0000","1.4124","-3.96870","","96659.30"
"1382","2026-06-16 11:55:15 EDT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","",""
"1383","2026-06-16 12:00:00 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","1000.00","Buy","","1.34056","1.34878","","","","","","",""
"1384","2026-06-16 12:00:00 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.34385","1000.00","Buy","0.1259","","","","0.00000","0.0000","","0.00000","","96659.30"
"1385","2026-06-16 12:00:00 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.34878","","","","","","","","","","","",""
"1386","2026-06-16 12:00:00 EDT","STOP_LOSS_ORDER","ON_FILL","","1.34056","","","","","","","","","","","",""
"1387","2026-06-16 17:00:00 EDT","DAILY_FINANCING","","","","","","","","","","-0.84750","","","","","96658.46"
"","2026-06-16 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1370","EUR/USD","","","","","","","","-0.44410","","","","",""
"","2026-06-16 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1374","GBP/USD","","","","","","","","-0.20170","","","","",""
"","2026-06-16 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1384","GBP/USD","","","","","","","","-0.20170","","","","",""
"1388","2026-06-17 07:24:44 EDT","ORDER_FILL","STOP_LOSS_ORDER","GBP/USD","1.34055","1000.00","Sell","0.1401","","","","0.00000","0.0000","1.4154","-4.67090","","96653.79"
"1389","2026-06-17 07:24:44 EDT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","",""
"1390","2026-06-17 09:00:00 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","1000.00","Buy","","1.33954","1.34503","","","","","","",""
"1391","2026-06-17 09:00:00 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.34161","1000.00","Buy","0.1401","","","","0.00000","0.0000","","0.00000","","96653.79"
"1392","2026-06-17 09:00:00 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.34503","","","","","","","","","","","",""
"1393","2026-06-17 09:00:00 EDT","STOP_LOSS_ORDER","ON_FILL","","1.33954","","","","","","","","","","","",""
"1394","2026-06-17 10:37:01 EDT","ORDER_FILL","STOP_LOSS_ORDER","GBP/USD","1.33982","1000.00","Sell","0.1331","","","","0.00000","0.0000","1.4151","-2.64620","","96651.14"
"1395","2026-06-17 10:37:01 EDT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","",""
"1396","2026-06-17 10:47:15 EDT","ORDER_FILL","STOP_LOSS_ORDER","GBP/USD","1.33954","1000.00","Sell","0.1402","","","","0.00000","0.0000","1.4155","-2.93010","","96648.21"
"1397","2026-06-17 10:47:15 EDT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","",""
"1398","2026-06-17 10:47:28 EDT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.15810","1000.00","Sell","0.1262","","","","0.00000","0.0000","1.4159","-3.63880","","96644.57"
"1399","2026-06-17 10:47:28 EDT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","",""
"1400","2026-06-18 05:00:00 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","1000.00","Sell","","1.15304","1.13634","","","","","","",""
"1401","2026-06-18 05:00:00 EDT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.14825","1000.00","Sell","0.1200","","","","0.00000","0.0000","","0.00000","","96644.57"
"1402","2026-06-18 05:00:00 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.13634","","","","","","","","","","","",""
"1403","2026-06-18 05:00:00 EDT","STOP_LOSS_ORDER","ON_FILL","","1.15304","","","","","","","","","","","",""
"1404","2026-06-18 11:00:00 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","1000.00","Buy","","1.31945","1.33400","","","","","","",""
"1405","2026-06-18 11:00:00 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.32534","1000.00","Buy","0.1059","","","","0.00000","0.0000","","0.00000","","96644.57"
"1406","2026-06-18 11:00:00 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.33400","","","","","","","","","","","",""
"1407","2026-06-18 11:00:00 EDT","STOP_LOSS_ORDER","ON_FILL","","1.31945","","","","","","","","","","","",""
"1408","2026-06-18 15:04:35 EDT","ORDER_FILL","STOP_LOSS_ORDER","GBP/USD","1.31944","1000.00","Sell","0.1485","","","","0.00000","0.0000","1.4285","-8.42800","","96636.14"
"1409","2026-06-18 15:04:35 EDT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","",""
"1410","2026-06-18 17:00:00 EDT","DAILY_FINANCING","","","","","","","","","","0.02060","","","","","96636.16"
"","2026-06-18 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1401","EUR/USD","","","","","","","","0.02060","","","","",""
"1411","2026-06-19 10:00:00 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","1000.00","Sell","","1.32460","1.31772","","","","","","",""
"1412","2026-06-19 10:00:00 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.32195","1000.00","Sell","0.1275","","","","0.00000","0.0000","","0.00000","","96636.16"
"1413","2026-06-19 10:00:00 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.31772","","","","","","","","","","","",""
"1414","2026-06-19 10:00:00 EDT","STOP_LOSS_ORDER","ON_FILL","","1.32460","","","","","","","","","","","",""
"1415","2026-06-19 11:00:00 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","1000.00","Buy","","1.31837","1.33469","","","","","","",""
"1416","2026-06-19 11:00:00 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.32313","1000.00","Buy","0.1276","","","","0.00000","0.0000","","0.00000","","96636.16"
"1417","2026-06-19 11:00:00 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.33469","","","","","","","","","","","",""
"1418","2026-06-19 11:00:00 EDT","STOP_LOSS_ORDER","ON_FILL","","1.31837","","","","","","","","","","","",""
"1419","2026-06-19 16:58:21 EDT","ORDER_FILL","STOP_LOSS_ORDER","GBP/USD","1.32460","1000.00","Buy","1.4154","","","","0.00000","0.0000","1.4296","-3.78850","","96632.37"
"1420","2026-06-19 16:58:21 EDT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","",""
"1421","2026-06-19 17:00:00 EDT","DAILY_FINANCING","","","","","","","","","","-0.03050","","","","","96632.34"
"","2026-06-19 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1401","EUR/USD","","","","","","","","0.01980","","","","",""
"","2026-06-19 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1416","GBP/USD","","","","","","","","-0.05030","","","","",""
"1422","2026-06-20 17:00:00 EDT","DAILY_FINANCING","","","","","","","","","","0.00000","","","","","96632.34"
"","2026-06-20 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1401","EUR/USD","","","","","","","","0.00000","","","","",""
"","2026-06-20 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1416","GBP/USD","","","","","","","","0.00000","","","","",""
"1423","2026-06-21 17:00:00 EDT","DAILY_FINANCING","","","","","","","","","","0.00000","","","","","96632.34"
"","2026-06-21 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1401","EUR/USD","","","","","","","","0.00000","","","","",""
"","2026-06-21 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1416","GBP/USD","","","","","","","","0.00000","","","","",""
"1424","2026-06-21 22:02:17 EDT","MARKET_ORDER","TRADE_CLOSE","EUR/USD","","1000.00","Buy","","","","","","","","","",""
"1425","2026-06-21 22:02:17 EDT","ORDER_FILL","MARKET_ORDER_TRADE_CLOSE","EUR/USD","1.14641","1000.00","Buy","0.1134","","","","0.00000","0.0000","1.4039","2.58320","","96634.93"
"1426","2026-06-21 22:02:17 EDT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","",""
"1427","2026-06-21 22:02:17 EDT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","",""
"1428","2026-06-22 04:16:58 EDT","ORDER_FILL","STOP_LOSS_ORDER","GBP/USD","1.31837","1000.00","Sell","0.1347","","","","0.00000","0.0000","1.4321","-6.81660","","96628.11"
"1429","2026-06-22 04:16:58 EDT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","",""
"1430","2026-06-23 05:00:00 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","1000.00","Sell","","1.14434","1.13204","","","","","","",""
"1431","2026-06-23 05:00:00 EDT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.14073","1000.00","Sell","0.1205","","","","0.00000","0.0000","","0.00000","","96628.11"
"1432","2026-06-23 05:00:00 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.13204","","","","","","","","","","","",""
"1433","2026-06-23 05:00:00 EDT","STOP_LOSS_ORDER","ON_FILL","","1.14434","","","","","","","","","","","",""
"1434","2026-06-23 05:00:00 EDT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","1000.00","Sell","","1.14434","1.13204","","","","","","",""
"1435","2026-06-23 05:00:00 EDT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.14073","1000.00","Sell","0.1205","","","","0.00000","0.0000","","0.00000","","96628.11"
"1436","2026-06-23 05:00:00 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.13204","","","","","","","","","","","",""
"1437","2026-06-23 05:00:00 EDT","STOP_LOSS_ORDER","ON_FILL","","1.14434","","","","","","","","","","","",""
"1438","2026-06-23 11:00:01 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","1000.00","Sell","","1.32390","1.31392","","","","","","",""
"1439","2026-06-23 11:00:01 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.32002","1000.00","Sell","0.1136","","","","0.00000","0.0000","","0.00000","","96628.11"
"1440","2026-06-23 11:00:01 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.31392","","","","","","","","","","","",""
"1441","2026-06-23 11:00:01 EDT","STOP_LOSS_ORDER","ON_FILL","","1.32390","","","","","","","","","","","",""
"1442","2026-06-23 11:00:01 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","1000.00","Sell","","1.32391","1.31391","","","","","","",""
"1443","2026-06-23 11:00:01 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.32002","1000.00","Sell","0.1136","","","","0.00000","0.0000","","0.00000","","96628.11"
"1444","2026-06-23 11:00:01 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.31391","","","","","","","","","","","",""
"1445","2026-06-23 11:00:01 EDT","STOP_LOSS_ORDER","ON_FILL","","1.32391","","","","","","","","","","","",""
"1446","2026-06-23 17:00:00 EDT","DAILY_FINANCING","","","","","","","","","","-0.05920","","","","","96628.05"
"","2026-06-23 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1431","EUR/USD","","","","","","","","0.02280","","","","",""
"","2026-06-23 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1435","EUR/USD","","","","","","","","0.02280","","","","",""
"","2026-06-23 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1439","GBP/USD","","","","","","","","-0.05240","","","","",""
"","2026-06-23 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1443","GBP/USD","","","","","","","","-0.05240","","","","",""
"1447","2026-06-24 17:00:00 EDT","DAILY_FINANCING","","","","","","","","","","-0.18000","","","","","96627.87"
"","2026-06-24 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1431","EUR/USD","","","","","","","","0.06710","","","","",""
"","2026-06-24 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1435","EUR/USD","","","","","","","","0.06710","","","","",""
"","2026-06-24 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1439","GBP/USD","","","","","","","","-0.15710","","","","",""
"","2026-06-24 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1443","GBP/USD","","","","","","","","-0.15710","","","","",""
"1448","2026-06-25 09:00:00 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","1000.00","Buy","","1.31457","1.32531","","","","","","",""
"1449","2026-06-25 09:00:00 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.31766","1000.00","Buy","0.1281","","","","0.00000","0.0000","","0.00000","","96627.87"
"1450","2026-06-25 09:00:00 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.32531","","","","","","","","","","","",""
"1451","2026-06-25 09:00:00 EDT","STOP_LOSS_ORDER","ON_FILL","","1.31457","","","","","","","","","","","",""
"1452","2026-06-25 09:00:00 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","1000.00","Buy","","1.31457","1.32531","","","","","","",""
"1453","2026-06-25 09:00:00 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.31766","1000.00","Buy","0.1281","","","","0.00000","0.0000","","0.00000","","96627.87"
"1454","2026-06-25 09:00:00 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.32531","","","","","","","","","","","",""
"1455","2026-06-25 09:00:00 EDT","STOP_LOSS_ORDER","ON_FILL","","1.31457","","","","","","","","","","","",""
"1456","2026-06-25 17:00:00 EDT","DAILY_FINANCING","","","","","","","","","","-0.16520","","","","","96627.71"
"","2026-06-25 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1431","EUR/USD","","","","","","","","0.02320","","","","",""
"","2026-06-25 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1435","EUR/USD","","","","","","","","0.02320","","","","",""
"","2026-06-25 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1449","GBP/USD","","","","","","","","-0.05290","","","","",""
"","2026-06-25 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1453","GBP/USD","","","","","","","","-0.05290","","","","",""
"","2026-06-25 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1439","GBP/USD","","","","","","","","-0.05290","","","","",""
"","2026-06-25 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1443","GBP/USD","","","","","","","","-0.05290","","","","",""
"1457","2026-06-26 11:00:00 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","1000.00","Sell","","1.32288","1.31625","","","","","","",""
"1458","2026-06-26 11:00:00 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.31968","1000.00","Sell","0.1207","","","","0.00000","0.0000","","0.00000","","96627.71"
"1459","2026-06-26 11:00:00 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.31625","","","","","","","","","","","",""
"1460","2026-06-26 11:00:00 EDT","STOP_LOSS_ORDER","ON_FILL","","1.32288","","","","","","","","","","","",""
"1461","2026-06-26 11:00:00 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","1000.00","Sell","","1.32289","1.31624","","","","","","",""
"1462","2026-06-26 11:00:00 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.31968","1000.00","Sell","0.1207","","","","0.00000","0.0000","","0.00000","","96627.71"
"1463","2026-06-26 11:00:00 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.31624","","","","","","","","","","","",""
"1464","2026-06-26 11:00:00 EDT","STOP_LOSS_ORDER","ON_FILL","","1.32289","","","","","","","","","","","",""
"1465","2026-06-26 17:00:00 EDT","DAILY_FINANCING","","","","","","","","","","-0.24800","","","","","96627.46"
"","2026-06-26 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1431","EUR/USD","","","","","","","","0.04300","","","","",""
"","2026-06-26 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1435","EUR/USD","","","","","","","","0.04300","","","","",""
"","2026-06-26 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1449","GBP/USD","","","","","","","","-0.06220","","","","",""
"","2026-06-26 17:00:00 EDT","DAILY_FINANCING","Trade ID: 1453","GBP/USD","","","","","","","","-0.06220","","","","",""
