"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","COMMISSION","CONVERSION RATE","PL","AMOUNT","BALANCE"
"1","2026-06-07 23:38:00 EDT","CREATE","","","","","","","","","","","","","","",""
"2","2026-06-07 23:38:00 EDT","CLIENT_CONFIGURE","","","","","","","","","","","","","","",""
"3","2026-06-07 23:38:02 EDT","TRANSFER_FUNDS","","","","","","","","","","","","","","100000.00","100000.00"
"4","2026-06-08 00:00:01 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","1.35339","1.33593","","","","","","",""
"5","2026-06-08 00:00:01 EDT","ORDER_CANCEL","TAKE_PROFIT_ON_FILL_LOSS","","","","","","","","","","","","","",""
"6","2026-06-08 00:00:01 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","1.33817","1.34704","","","","","","",""
"7","2026-06-08 00:00:01 EDT","ORDER_CANCEL","STOP_LOSS_ON_FILL_LOSS","","","","","","","","","","","","","",""
"8","2026-06-08 00:00:01 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","1.33675","1.35963","","","","","","",""
"9","2026-06-08 00:00:01 EDT","ORDER_CANCEL","STOP_LOSS_ON_FILL_LOSS","","","","","","","","","","","","","",""
"10","2026-06-08 00:00:01 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","1.34632","1.33084","","","","","","",""
"11","2026-06-08 00:00:01 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33402","100000.00","Sell","13.2486","","","","0.00000","0.0000","","0.00000","","100000.00"
"12","2026-06-08 00:00:01 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.33084","","","","","","","","","","","",""
"13","2026-06-08 00:00:01 EDT","STOP_LOSS_ORDER","ON_FILL","","1.34632","","","","","","","","","","","",""
"14","2026-06-08 00:00:02 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","1.34806","1.32496","","","","","","",""
"15","2026-06-08 00:00:02 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33404","100000.00","Sell","11.8540","","","","0.00000","0.0000","","0.00000","","100000.00"
"16","2026-06-08 00:00:02 EDT","TAKE_PROFIT_ORDER","ON_FILL","","1.32496","","","","","","","","","","","",""
"17","2026-06-08 00:00:02 EDT","STOP_LOSS_ORDER","ON_FILL","","1.34806","","","","","","","","","","","",""
"18","2026-06-08 00:07:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"19","2026-06-08 00:07:46 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33418","100000.00","Buy","14.6435","","","","0.00000","0.0000","","0.00000","","100000.00"
"20","2026-06-08 00:07:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"21","2026-06-08 00:07:46 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33418","100000.00","Buy","14.6435","","","","0.00000","0.0000","","0.00000","","100000.00"
"22","2026-06-08 00:07:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"23","2026-06-08 00:07:46 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33397","100000.00","Sell","14.6435","","","","0.00000","0.0000","","0.00000","","100000.00"
"24","2026-06-08 00:07:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"25","2026-06-08 00:07:47 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33397","100000.00","Sell","14.6435","","","","0.00000","0.0000","","0.00000","","100000.00"
"26","2026-06-08 00:07:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"27","2026-06-08 00:07:47 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33418","100000.00","Buy","14.6435","","","","0.00000","0.0000","","0.00000","","100000.00"
"28","2026-06-08 00:07:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"29","2026-06-08 00:07:47 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33418","100000.00","Buy","14.6435","","","","0.00000","0.0000","","0.00000","","100000.00"
"30","2026-06-08 00:39:45 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"31","2026-06-08 00:39:45 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33419","100000.00","Sell","13.2475","","","","0.00000","0.0000","","0.00000","","100000.00"
"32","2026-06-08 00:39:45 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"33","2026-06-08 00:39:45 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33419","100000.00","Sell","13.2475","","","","0.00000","0.0000","","0.00000","","100000.00"
"34","2026-06-08 00:39:45 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"35","2026-06-08 00:39:45 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33438","100000.00","Buy","13.2475","","","","0.00000","0.0000","","0.00000","","100000.00"
"36","2026-06-08 00:39:45 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"37","2026-06-08 00:39:45 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33438","100000.00","Buy","13.2475","","","","0.00000","0.0000","","0.00000","","100000.00"
"38","2026-06-08 00:39:45 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"39","2026-06-08 00:39:45 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33419","100000.00","Sell","13.2475","","","","0.00000","0.0000","","0.00000","","100000.00"
"40","2026-06-08 00:39:45 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"41","2026-06-08 00:39:45 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33419","100000.00","Sell","13.2475","","","","0.00000","0.0000","","0.00000","","100000.00"
"42","2026-06-08 00:39:45 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"43","2026-06-08 00:39:45 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33438","100000.00","Buy","13.2475","","","","0.00000","0.0000","","0.00000","","100000.00"
"44","2026-06-08 00:39:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"45","2026-06-08 00:39:46 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33419","100000.00","Sell","13.2475","","","","0.00000","0.0000","","0.00000","","100000.00"
"46","2026-06-08 00:39:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"47","2026-06-08 00:39:46 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33438","100000.00","Buy","13.9447","","","","0.00000","0.0000","","0.00000","","100000.00"
"48","2026-06-08 00:39:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"49","2026-06-08 00:39:46 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33418","100000.00","Sell","13.9447","","","","0.00000","0.0000","","0.00000","","100000.00"
"50","2026-06-08 00:39:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"51","2026-06-08 00:39:46 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33438","100000.00","Buy","13.9447","","","","0.00000","0.0000","","0.00000","","100000.00"
"52","2026-06-08 00:39:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"53","2026-06-08 00:39:46 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"54","2026-06-08 00:39:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"55","2026-06-08 00:39:46 EDT","ORDER_FILL","MARKET_ORDER","GBP/USD","1.33440","100000.00","Buy","15.3392","","","","0.00000","0.0000","","0.00000","","100000.00"
"56","2026-06-08 00:39:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"57","2026-06-08 00:39:46 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"58","2026-06-08 00:39:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"59","2026-06-08 00:39:46 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"60","2026-06-08 00:39:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"61","2026-06-08 00:39:46 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"62","2026-06-08 00:39:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"63","2026-06-08 00:39:46 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"64","2026-06-08 00:39:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"65","2026-06-08 00:39:46 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"66","2026-06-08 00:39:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"67","2026-06-08 00:39:46 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"68","2026-06-08 00:39:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"69","2026-06-08 00:39:46 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"70","2026-06-08 00:39:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"71","2026-06-08 00:39:46 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"72","2026-06-08 00:39:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"73","2026-06-08 00:39:46 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"74","2026-06-08 00:39:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"75","2026-06-08 00:39:46 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"76","2026-06-08 00:39:46 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"77","2026-06-08 00:39:46 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"78","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"79","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"80","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"81","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"82","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"83","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"84","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"85","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"86","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"87","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"88","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"89","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"90","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"91","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"92","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"93","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"94","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"95","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"96","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"97","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"98","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"99","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"100","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"101","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"102","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"103","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"104","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"105","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"106","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"107","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"108","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"109","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"110","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"111","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"112","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"113","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"114","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"115","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"116","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"117","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"118","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"119","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"120","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"121","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"122","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"123","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"124","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"125","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"126","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"127","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"128","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"129","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"130","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"131","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"132","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"133","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"134","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"135","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"136","2026-06-08 00:39:47 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"137","2026-06-08 00:39:47 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"138","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"139","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"140","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"141","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"142","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"143","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"144","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"145","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"146","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"147","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"148","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"149","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"150","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"151","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"152","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"153","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"154","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"155","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"156","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"157","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"158","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"159","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"160","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"161","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"162","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"163","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"164","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"165","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"166","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"167","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"168","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"169","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"170","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"171","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"172","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"173","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"174","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"175","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"176","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"177","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"178","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"179","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"180","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"181","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"182","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"183","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"184","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"185","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"186","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"187","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"188","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"189","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"190","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"191","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"192","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"193","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"194","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"195","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"196","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
"197","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"198","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"199","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"200","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Sell","","","","","","","","","",""
"201","2026-06-08 00:39:48 EDT","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","",""
"202","2026-06-08 00:39:48 EDT","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","100000.00","Buy","","","","","","","","","",""
