timestamp,open,high,low,close
1704067200000,140.975,140.975,140.975,140.975
1704070800000,140.975,140.975,140.975,140.975
1704074400000,140.975,140.975,140.975,140.975
1704078000000,140.975,140.975,140.975,140.975
1704081600000,140.975,140.975,140.975,140.975
1704085200000,140.975,140.975,140.975,140.975
1704088800000,140.975,140.975,140.975,140.975
1704092400000,140.975,140.975,140.975,140.975
1704096000000,140.975,140.975,140.975,140.975
1704099600000,140.975,140.975,140.975,140.975
1704103200000,140.975,140.975,140.975,140.975
1704106800000,140.975,140.975,140.975,140.975
1704110400000,140.975,140.975,140.975,140.975
1704114000000,140.975,140.975,140.975,140.975
1704117600000,140.975,140.975,140.975,140.975
1704121200000,140.975,140.975,140.975,140.975
1704124800000,140.975,140.975,140.975,140.975
1704128400000,140.975,140.975,140.975,140.975
1704132000000,140.975,140.975,140.975,140.975
1704135600000,140.975,140.975,140.975,140.975
1704139200000,140.975,140.975,140.975,140.975
1704142800000,140.975,140.975,140.975,140.975
1704146400000,140.843,140.961,140.839,140.875
1704150000000,140.883,141.128,140.811,141.11
1704153600000,141.11,141.378,141.096,141.14
1704157200000,141.142,141.456,141.141,141.439
1704160800000,141.435,141.669,141.364,141.562
1704164400000,141.561,141.665,141.494,141.499
1704168000000,141.501,141.585,141.459,141.537
1704171600000,141.533,141.533,141.345,141.35
1704175200000,141.35,141.55,141.335,141.521
1704178800000,141.519,141.604,141.387,141.544
1704182400000,141.543,141.592,141.29,141.555
1704186000000,141.555,141.672,141.377,141.552
1704189600000,141.552,141.771,141.504,141.649
1704193200000,141.65,141.887,141.59,141.825
1704196800000,141.825,142.216,141.791,142.114
1704200400000,142.114,142.16,141.885,142.15
1704204000000,142.15,142.175,141.51,141.546
1704207600000,141.548,142.015,141.499,141.925
1704211200000,141.924,141.998,141.711,141.892
1704214800000,141.891,141.998,141.877,141.971
1704218400000,141.97,142.001,141.847,141.949
1704222000000,141.947,142,141.901,141.946
1704225600000,141.947,141.974,141.803,141.966
1704229200000,141.966,142.017,141.943,141.978
1704232800000,141.971,142.056,141.856,142.041
1704236400000,142.041,142.181,142.041,142.173
1704240000000,142.174,142.174,141.858,141.954
1704243600000,141.954,142.135,141.907,142.013
1704247200000,142.013,142.063,141.984,142.034
1704250800000,142.037,142.041,141.877,141.889
1704254400000,141.886,141.943,141.858,141.904
1704258000000,141.904,142.132,141.904,142.123
1704261600000,142.12,142.131,142.01,142.088
1704265200000,142.087,142.468,142.035,142.418
1704268800000,142.417,142.645,142.396,142.572
1704272400000,142.573,142.71,142.499,142.637
1704276000000,142.638,142.794,142.599,142.649
1704279600000,142.648,142.98,142.591,142.932
1704283200000,142.931,142.989,142.789,142.932
1704286800000,142.934,143.083,142.816,143.017
1704290400000,143.017,143.41,142.961,143.204
1704294000000,143.222,143.727,142.809,143.599
1704297600000,143.599,143.599,143.338,143.556
1704301200000,143.555,143.727,143.495,143.609
1704304800000,143.607,143.671,143.465,143.564
1704308400000,143.564,143.731,143.136,143.235
1704312000000,143.237,143.276,143.116,143.237
1704315600000,143.238,143.307,143.229,143.281
1704319200000,143.277,143.277,143.102,143.136
1704322800000,143.14,143.145,142.948,142.995
1704326400000,142.995,143.32,142.853,143.266
1704330000000,143.268,143.448,143.118,143.428
1704333600000,143.427,143.486,143.348,143.471
1704337200000,143.47,143.471,143.225,143.343
1704340800000,143.343,143.603,143.33,143.565
1704344400000,143.568,143.893,143.565,143.775
1704348000000,143.777,143.807,143.514,143.526
1704351600000,143.527,143.583,143.179,143.373
1704355200000,143.373,143.644,143.36,143.588
1704358800000,143.588,143.891,143.562,143.864
1704362400000,143.865,144.267,143.865,144.25
1704366000000,144.252,144.293,144.131,144.255
1704369600000,144.254,144.263,144.062,144.217
1704373200000,144.216,144.551,144.117,144.535
1704376800000,144.534,144.85,144.518,144.783
1704380400000,144.783,144.8,144.47,144.661
1704384000000,144.66,144.66,144.459,144.59
1704387600000,144.589,144.648,144.511,144.596
1704391200000,144.597,144.71,144.548,144.6
1704394800000,144.6,144.641,144.513,144.578
1704398400000,144.577,144.61,144.513,144.588
1704402000000,144.589,144.667,144.574,144.622
1704405600000,144.621,144.63,144.533,144.578
1704409200000,144.579,144.775,144.575,144.772
1704412800000,144.772,144.9,144.659,144.798
1704416400000,144.799,144.842,144.669,144.74
1704420000000,144.742,144.84,144.676,144.815
1704423600000,144.815,144.953,144.771,144.924
1704427200000,144.923,144.947,144.8,144.847
1704430800000,144.846,144.873,144.658,144.729
1704434400000,144.727,145.367,144.695,145.238
1704438000000,145.24,145.253,144.965,145.075
